id;text;rating;source;url;id
23;Были в феврале, в помещении было очень нежарко, еда вкусная, пирог и хлеб печеный очень впечатлили, хозяйка приветливая, недешево -относительно других кафешек по трассе, в помещении в зале под потолком симпатичная парочка сохранившихся от долгостроя  ласточкиных гнезд, постоянно кафе как мы поняли не работает, а по предварительной договоренности, но это не точно));5;год назад на Yandex;https://restaurantguru.ru/Lastochka-Russia;2
24;Отменные позы;5;год назад на Yandex;https://restaurantguru.ru/Lastochka-Russia;2
25;Очень вкусные позы;5;2 года назад на Yandex;https://restaurantguru.ru/Lastochka-Russia;2
26; Пози вкусни    Service:   Dine in    Food:   5     Service:   5     Atmosphere:   5  ;5;год назад на Google;https://restaurantguru.ru/Lastochka-Russia;2
27;Good beer and Pozy;5;7 лет назад на Google;https://restaurantguru.ru/Lastochka-Russia;2
28;Вкусная бурятская еда . Чисто . Приветливо . Не дорого .;5;15 дней назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
29;Очень хорошо готовят вкусно готовят быстро даже на праздники;5;24 дня назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
30;Хорошее кафе. Персонал очень вежливый. Можно вкусно покушать;5;26 дней назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
31;Классическая бурятская кафешка. Можно останавливаться кушать, но только бурятские блюда. Взяли что-то из свинины, пару салатов - несъедобно.;4;месяц назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
32;Приятное место, вкусно, по домашнему. По пути на Ольхон и обратно рекомендую остановиться.;5;2 месяца назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
33;Это одно из самых вкусных кафе по дороге на Ольхон! Всегда есть посетители, но обслуживание вежливое и быстрое, меню разнообразное, ценю бюджетные. Очень вкусная солянка! И чебуреки понравились - сочные и с хрустом) Спасибо!;5;2 месяца назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
34;"Раньше было одно из лучших кафе
Расширились, красивые стильные официанты. Еда по-прежнему хороша, но бывает недогретой.  Огорчает хроническая нехватка стульев при наплыве народу (хватает столов, а за стулья нужно драться). И путаются с заказами - забывают, особенно кофе
Но мы научились бдить и напоминать, хотя этим раздражаем и без того загнанных официантов";3;2 месяца назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
35;Уютное кафе, вкусная еда, быстрое обслуживание!;5;3 месяца назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
36;Хорошее кафе, вкусно покушали, манты очень понравились.;5;3 месяца назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
37;Вкусно, быстро, чисто. Народу много, но путаницы с заказом не было. Средний чек 500р;5;3 месяца назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
38;"Готовят вкусно, порции огромные, цены по сравнению с СПБ в 2раза дешевле. Персонал вежлив, обслуживают быстро.

Настойки - 10/10";5;3 месяца назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
39;Понравился зал: интересное оформление, чисто, просторно. Ассортимент блюд традиционный, но мы были с утра, наверное поэтому блюда были не все. Персонал доброжелательный.;4;3 месяца назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
40;Обслужили быстро, всё было вкусно, остались довольны, персонал приветлив опрятен. Спасибо.;5;3 месяца назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
41;Хорошее кафе по пути на и от Хобоя. И цены не сильно дорогие и кормят вкусно. Буузы у них понравились, до этого не пробовал их. В сезон июль - август народу правда много, но это как раз плюс, а не минус. Советую.;5;3 месяца назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
42;Дешево и со вкусом . Никакого вау эффекта нет, но для обеда идеальное место.;5;3 месяца назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
43;Отличное месту на пути к Байкалу или обратно в Иркутск. Остановитесь и не пожалеете. Вкусные буузы, чебуреки другие блюда. Цены приемлемые, даже очень.;5;3 месяца назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
44;Еда была вполне вкусная, но ощущение что позы не доверили до готовности, о чем собственно и сообщили наши желудки немного позднее...;3;3 месяца назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
45;Ужаснейшее кафе! Готовят очень долго, салфеток на столах нет, столы не убраны, в туалете мокро, грязно, бумаги нет. Чай так и не принесли, хотя неоднократно просили об этом официанта. Не советую.;1;4 месяца назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
46;"Хорошее придорожное кофе 
Вежливый персонал 
Вкусно готовят";5;4 месяца назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
47;Доброе время суток всем кто останавливался и кушал в этом заведении. Чебуреки огонь и очень сытные.;5;4 месяца назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
48;Очень вкусно. Быстрое приготовление. Вежливый персонал.;5;4 месяца назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
49;Да же бы не поставила бы звезду два раза заезжали и оба раза отвратительно, во первых долго, блюда не вкусные сделано на поток. Я взяла салат Цезарь, не умеете делать не готовьте, просто чесночная заправка, суп лапша просто вода , бульон не насышиный. Больше туда не будем заезжать;1;4 месяца назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
50;"Заезжали семьёй по дороге на отдых, Посоветовали это место друзья. Очень понравилась кухня, порции большие (детям на 2 заказывала 1 порцию пельменей, салат Цезарь так вообще хватило на всех, большое разнообразие блюд. Чисто, хорошое обслуживание. Посуда красивая. Советую. Не зря говорят ""где у кафе стоит много машин, значит там вкусно готовят"".";5;5 месяцев назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
51;Очень вкусные позы. Внутри чисто, туалет хороший;5;6 месяцев назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
52;Замечательное кафе, с интересным меню, вкусно приготовленными блюдами и отзывчиаым персоналом.;5;7 месяцев назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
53;Ужасные позы,  похожие на магазинские из колбасного фарша. Останавливались компанией, никому не понравилась кухня этого кафе.  В самом кафе было прохладно, горячей воды нет, неуютно. Обслуживание долго. Не рекомендуем.;1;8 месяцев назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
54;Лучший вариант для обеда с группой. Всегда заботливо и радушно) С кухней тоже полный порядок- по-домашнему вкусно) Вернусь обязательно. Рекомендую!;5;8 месяцев назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
55;Хорошее место, что бы остановится и перекусить. Вкусная кухня, как национальные блюда так и общестандартные. Обычно здесь останавливаюсь по пути на Ольхон или иные места Малого моря. И в обратном направлении. Время ожидания зависит от сезона и колличества посетителей.;5;8 месяцев назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
56;Позы, чебуреки вкусные сочные. Время ожидание как и везде минут 20-30.персонал приветлив. Атмосфера не очень уютная;4;8 месяцев назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
57;Отличное кафе, как раз находится именно там, когда успеваешь проголодаться с Иркутска или наоборот с острова. Всё вкусно!;5;9 месяцев назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
58;Вкусно, доступно, колоритно и очень огромные порции. Место в которое хочется возвращаться.;5;9 месяцев назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
59;"По дороге на Ольхон и обратно заезжали обедать в ""Юрту"". Разнообразное меню, готовят вкусно, подается все с пылу-жару. Кофе натуральный. Туалет теплый, чистый. Рекомендую это место";5;9 месяцев назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
60;Заказали еды на 6 человек, в бузах попался обломанный грязный ноготь!!! 500? возврат без извинений не поможет избавиться от грязного ощущения, от которого полдня переворачивало! Следите за гигиеной и решайте негативные моменты правильно… еду комментировать не буду, после произошедшего только негативные воспоминания. Зал холодный, кстати, в мороз хочется согреться а на обедать в куртках.;1;9 месяцев назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
61;Обедали там. Очень вкусно. Лапшу на бульон сами делают. Буузы очень!!! Морс настоящий. Будете в том районе- заходите.;5;9 месяцев назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
62;Салат заветренный был, буузы не вкусные, как будто ешь магазинные пельмени, солянка водянистая и не наваристая.;3;9 месяцев назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
63;Отвратительно. Вообще не вкусно. Все несвежее.  Ели компанией. Половину даже есть не стали, но того немногого, что съели было достаточно, чтобы отравиться . Отравились все. Раньше там ели было вкусно, сейчас полное разочарование;1;9 месяцев назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
64;Очень вкусные позы, отличный бухло. Обслужили в течение 20 минут. Настойку берите саою;5;9 месяцев назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
65;Приятная обстановка, вкусно кормят, вежливый персонал;5;9 месяцев назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
66;Очень вкусно, с большим удовольствием ели. Порции большие. Цены отличные;5;9 месяцев назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
67;Хорошие позы, готовят достаточно быстро. Пожалуй, и все что нужно в дороге.;5;10 месяцев назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
68;Круто отдохнули, хорошая кухня, приятный персонал, большой банкетный зал с танцполом, везде чисто, приятное заведение , спасибо персоналу;5;10 месяцев назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
69;Чисто, уютно. Большой выбор блюд. Сервиз в этом году стал лучше что уже приятно. Вкусно!;5;10 месяцев назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
70;Приятное место. Еда достойная. Зернового кофе нет и салатики подают в пьялушечках, фиг перемешаешь! А вообщем можно заезжать!;4;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
71;Я думала что салат из свеклы невозможно испортить, но Вам это удалось!!! Всё что не удалось натереть тут же в салате довольно таки большие куски, безотходное производство. А про вкус объясните пожалуйста как можно это есть???? Позы ужасные, просто отвратительные. Бухлер мясо жёсткое. Даже одной звезды много.;1;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
72;"Классное кафе
хорошо встретили пообедали
настойки классные рекомендуем 
обязательно при следующей поездки заедем еще раз ??";5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
73;Вкусные позы, шулэн, боовы. Разнообразное меню. Приятный интерьер и дружелюбная атмосфера;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
74;кафе - супер! стоит заехать! чисто, вкусно!;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
75;Вкусные бузы, лучше брать рубленые. Необычная форма. Чисто, уютно. Останавливаемся там каждый раз, когда едем на Ольхон;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
76;Хорошо поели, попили и дальше поехали. Иногда конечно нужно ждать своей очереди, Бывают запары у поваров, но порции хорошие.;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
77;"Нормальное кафе для перекуса по дороге. 
Парковка большая, туалет есть и бесплатный. 
Когда народу много несут еду долго. 
Еда нормальная.";4;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
78;Красота! Интерьер очень интересный аутентичный. Еда нормальная, обслуживание быстрое в принципе. Загруженность видимо сезонная, раз на раз не приходтся.;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
79;Кафе хорошее в плане внутренней обстановки и обслуживания, но... Все таки оснавное в кафе, это еда... Нас было 3 человека, все брали разное, и никому ничего не понравилось, позы полусырые, пюре вода-водой, сырные палочки из сырного пролукта. Накиньте лучше на блюдо рублей 50,но готовте по вкуснее. При кафе есть отель, вот он нам понравился: чисто, просторно. Спасибо за гостеприимство;4;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
80;Отличное кафе. Находиться в начале с. Еланцы, после заправки. Там можно поесть отличные позы и многое другое;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
81;Останавливались поужинать следуя с Ольхона в Иркутск в июле 2023 г. Так захотелось буузы поесть. В интернете нашли Юрту,, по отзывам вкусно. Заказали и расстроились. Буузы резиновые. Тесто толстое, начинка не сочная. Не вкусно. И вообще заведение не очень чистое и совсем не уютное.;2;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
82;5 звёзд за приятные впечатления от кафе, удобное расположение по дороге на Байкал, вкусная местная еда, позы, чебуреки, кофе. В малом зале в виде Юрты было более колоритно.;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
83;Всё хорошо и вкусно. Фирменная бурятская кухня. Но вот в пиковый сезон время ожидания заказа очень бодьшое....30-35 минут. Можно с голоду умереть! .  Но других кафе рядом нет...  а ведь здоровая  конкуренция не помешала бы. Ну, и как  везде в тех краях - нужен нормальный чистый туалет.;4;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
84;16 августа на кассе работала женщина, хамящая, ненавидящая видимо свою работу, не умеет общаться с клиентами. Борщ не умеют готовить, антисанитария.;1;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
85;Обедали по пути на Ольхон. Вкусно, цены приемлемые для Байкала. Если много народу, то долгое ожидание заказа (в сезон много народу).;4;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
86;"Даже одной звезды много для этого заведения. 
Грубиянка на кассе, не умеет спокойно общаться с клиентами, на всё отвечает с повышенном голосом и злобой.
Заказали бургер с собой, его положили в какой-то контейнер пластиковый, будто из-под рыбы….. 
Кухня так себе, цены выше, чем в других кафе.";1;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
87;Быстрое обслуживание, всегда много народу, вкусно, обстановка располагающая;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
88;Отличное кафе, весёлый коллектив, быстрое обслуживание, буузы просто огонь... 10 из 10;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
89;Заезжаем регулярно, когда едем на отдых на Байкал. Еда вкусная, национальная бурятская кухня, отменные буузы и чебуреки, насыщенный бухлёр, цены как везде, персонал приятный и вежливый. Всегда много гостей в летний сезон, поэтому очередь и придётся подождать заказ. Зато всё горячее и свежее! Рекомендую);5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
90;Заказал куринный суп, выдался пресный, лапша вообще безвкусная, персонал класс, еду быстро принесли, атмосфера такая себе;2;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
91;"Ну ребятушки, вы не справляетесь с потоком. Заказы все перепутали , очередность вообще к чему? Носите уже 115 заказ, а 105 сидит с пустым столом! 
И главное - никакой реакции на возмущение людей.";2;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
92;Вкусно, быстро, не дорого. Можно с домашними животными.;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
93;Уровень организации процесса, ниже плинтуса, у Меня бы управляющий, сегодня последний день работал.... И дело не в большом количестве клиентов, а в бардаке на кухне.... Официантов море, а с их слов, повар один... А зачем такое количество, если носить нечего? Две звезды, только за более, менее приличные чебуреки и позы. Салат цезарь, просто ужасен.;2;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
94;Очень приветливый персонал, большие порции, вкусная баранина.;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
95;Мужчинам понравилось, но еда не на мой вкус) а так, все хорошо, придорожное атмосферное место!;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
96;"Всем добрый день!
Не советую данное заведение!
Начиная с мытья рук (чтобы пробраться к умывальник нужно преодолеть полосу препятствий из диванов), и заканчивая меню.
Брал хуушуур (цена была ""бодрая"" такая, выше чем в остальных заведениях, где я бывал ранее). В этих хуушуурах на 1 кг теста было, наверное 5 гр. Мяса. Получилось поел теста. Компот был правда вкусный.";1;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
97; Ничего особенного. Чебурек не большой, буузы так себе, лагман с фасолью стручковой перемороженной. К сезону не готовы совсем. 3 стола, а у них паника. Столы не убраны, пыль везде. Ожидание на фото.    Food:   3     Service:   1     Atmosphere:   1  ;1;год назад на Google;https://restaurantguru.ru/Yurta-Elantsy;3
98;Очень долгое ожидание!! Еда нормальная, не вау конечно, но съедобно. Позы без бульона, дырявые!!!;3;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
99;По дороге на Ольхон постоянно останавливаемся покушать в Юрте. Ассортимент блюд не плохой, вкусные позы, чебуреки, совсем не умеют готовить солянку, борщ. Ожидание долгое 20-40 мин, посетителей много, официанты молодые, плохо обслуживают, все забывают. Хотелось бы, чтобы администрации Юрты решила вопрос с туалетными комнатами-антисанитарное состояние.;3;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
100;Чебуреки вкусные. Персонал привеьливый. Обслуживают быстро. Постоянно там останавливаемся. Советую.;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
101;Как всегда огонь. Молодцы. Лучше всех на трассе Иркутск -Хужир. И в мире;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
102;Хотелось бы поделиться отзывом. Обслуживают долго, я бы не сказала, что вкусно, скорее съедобно, но и дороговато. Жаль, но выбора кафе нет поблизости;3;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
103;Не вкусно все , цезарь была маленькая порция , соус не предназначен  для Цезаря , принесли позы в одной тарелке 15 штук , подставные не принесли , официанты;1;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
104;Не поленитесь зайти! Здесь ооочень вкусно, недорого и как-то по- домашнему! Я прям не то, чтобы рекомендую, а настаиваю остановиться и покушать! Все 5+!;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
105;Очень крутое место, чтобы отдохнуть и перекусить. Про цены сильно не скажу, но вполне можно поесть около 1000 рублей на двоих. Вкусно! Каждый раз как едем на Ольхон останавливаемся здесь! Рекомендую!;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
106;Очень вкусно, сытно) Одно из вкуснейших мест где мне посчастливилось побывать. За брусничным морсом и буузами вернусь ;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
107;К сезону не готовы. 3 стола, а у них паника и задержки. Извинятся не будут. Проще уже доехать до пункта назначения чем дождаться чебурек или позы. Ожидание почти час;1;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
108;Ооочень долгое обслуживание, минимум 40 минут, даже не в сезон и не при полной посадки, а так порции большие;3;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
109;"Испортилось качество, вкус, вид, повысилась цена за эти ""позы"". Не рекомендую посещать.";1;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
110;Бухлер был отличный. А позы просто отвратительные. Фарш как в советских, магазинских пельменях. Больше не буду там кушать.;1;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
111;Хорошее кафе. Вкусно покушать и передохнуть от дороги всегда останавливаемся здесь. Позы, чебуреки, салатики и много других вкусных блюд. Приветливый персонал. Рекомендую.;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
112;Очень вкусно, персонал приветливый и обходительный. Атмосфера праздника и отдыха. Интерьер по моему стабильный, на всех мероприятиях один и тот же-)))) неплохой, без изысков. Плюс, что рядом гостиница и можно переночевать, если едешь на большое мероприятие.;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
113;Вкусно. Иногда приходится подождать, зал не вмещает всех желающих на выходных. Проверяйте чек;4;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
114;Возвращались туда два раза, очень вкусная бурятская кухня.;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
115;Обслуживание не очень не здравствуйте, забыли чай забыли пельмени. Не советую. Блин жаль стёр фото;2;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
116;В этот раз нам повезло, не было очереди и были свободные столики. Потом мы поняли почему. Дорого и невкусно.;3;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
117;Среднего качества кафешка. Но за неимением альтернатив вполне сойдет, чтобы плотно перекусить по пути на Байкал;4;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
118;Заезжали с группой. Поели быстро. Думаю чтт не дорого. Понравились картины на стенах. Стены рассписывал иркутской художник Даши!!! Необычно и оригинально.;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
119;Покушали от души , позы и хушуры выше всяких похвал , пришлось ещё с собой заказать! Молодцы , так держать !;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
120;Отличное место! Чудесная и вкусная еда, были 2 раза в марте 2023, это место обязательно к посещению! Крайне рекомендую!;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
121;Редкостное кафе, от былой славы ничего не осталось. Меню обычное, готовят долго, изжога обеспечена. Платные туалеты не работают, не рекомендую это заведение.;1;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
122;Очень вкусно, не дорого . Очень понравилось;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
123;Ужасное обслуживание , раньше было все на уровне и прекрасная кухня и персонал , туалет на улице , не очень;1;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
124;"Отвратительное отношение персонала. грубые сотрудницы. Заказ не озвучивают, сразу проводят. А правильно или нет вообще ровно. Столы грязные, дождаться надо ещё, пока захотят выйти в зал.
Еда совсем не вкусная( в цезаре чеснока больше, чем чего либо. Пюре не просто сладкое. Оно притерное. Осталось ужасное впечатление.";1;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
125;Бузы рубленые: мясо жесткое, жилы. Не жуется. Десерт боовы - жареные в масле полоски теста - разогрели до сухости в микроволновке. Очень печальное впечатление. Пирожок такой же.;2;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
126;Частенько заезжать в Юрту и знаю,что всегда вкусно и приятно покушать. Персонал вежливый,кухня хорошая,цены адекватные. Все нравиться,рекомендую;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
127;Всё очень вкусно, принесли быстро, порции огромные;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
128;Вкусно. Но плохо убирают со столов, пока не попросишь убрать после предыдущих гостей не убирают.;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
129;Не гостеприимно, не вкусно. Подача блюд пальцами сотрудника в самом блюде;1;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
130;Вкусные позы, много бульона и хорошее мясо. Популярное кафе, поэтому свободных мест мало или может не быть, и приходится долго ждать заказ.;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
131;Отличное место! Вкусно, быстро и недорого. Ещё бы пивка разливного...;5;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
132;Очень долгое ожидание,уже сидим как будто вечность...Можно было и по быстрее,наверно 2го числа после Н.Г персонала не хватает,туалет платный, на улице минус 23 в помещении прохладно,я не стал раздеваться.;1;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
133;Время ожидание заказа 40 мин,чтоб за 10 мин покушать...по заказу нет претензии,но ждать 40 мин,не готовы.заезжать туда желания больше нет.жаль потерянного времени.;3;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
134;В целом неплохо. Но бузы готовить не умеют! Буряты неумеющие готовить бузы... Это какие то ненастоящие буряты.;;год назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
135;"Просто нереальные бузы/позы из рубленного мяса. Всегда там останавливаюсь и заказываю бухлер и бузы)))
Наверно, самые вкусные из всей Иркутской области...
А зал расположен в тематическом шатре/юрте.
Рекомендую.";5;2 года назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
136;Если есть возможность, всегда заезжаем перекусить именно туда. Отличная еда, нормальные цены, достаточно быстрое обслуживание. Периодически можно прикупить домашних яиц и сметаны.;5;2 года назад на Yandex;https://restaurantguru.ru/Yurta-Elantsy;3
